代码,名称,选中日期,选中当日涨跌幅,选中1日涨跌幅,选中2日涨跌幅,选中3日涨跌幅,选中4日涨跌幅,选中5日涨跌幅,选中6日涨跌幅,选中7日涨跌幅,选中8日涨跌幅,选中9日涨跌幅,选中10日涨跌幅
603822,嘉澳环保,2021-09-23T00:00:00+08:00,10.0,0.73,-1.11,0.93,-5.57,-0.17,0.27,-2.75,-3.53,-5.03,5.15
603825,华扬联众,2021-01-04T00:00:00+08:00,9.98,-7.26,-4.23,-9.5,4.4,-5.09,-2.59,-4.55,-0.27,3.46,0.83
603825,华扬联众,2021-02-22T00:00:00+08:00,10.03,-5.39,0.26,-2.88,1.88,0.66,-1.77,1.67,-1.77,1.74,3.09
603825,华扬联众,2021-04-12T00:00:00+08:00,9.99,-5.59,2.9,-4.79,0.63,10.01,-2.56,0.0,0.7,-4.52,-3.09
603825,华扬联众,2021-04-19T00:00:00+08:00,10.01,-2.56,0.0,0.7,-4.52,-3.09,-6.64,2.55,-1.7,-2.4,-1.09
603825,华扬联众,2021-06-16T00:00:00+08:00,10.03,-1.89,3.9,0.0,5.4,-0.75,2.58,-5.37,1.41,-3.13,-2.07
603825,华扬联众,2021-08-16T00:00:00+08:00,10.03,-7.18,-0.11,-0.62,-1.76,4.28,0.06,1.05,-3.79,1.25,-0.56
603848,好太太,2021-02-05T00:00:00+08:00,10.02,-1.39,0.16,-0.23,0.08,7.36,-1.02,5.45,-1.12,-0.78,-1.71
603848,好太太,2021-11-18T00:00:00+08:00,10.01,-4.55,-4.28,-0.37,-2.28,-1.35,0.0,-3.66,-0.48,1.11,-0.47
603828,柯利达,2021-01-19T00:00:00+08:00,9.91,-3.43,-1.11,-4.27,8.45,-5.41,-0.23,-0.92,-1.85,-0.24,3.55
603828,柯利达,2021-03-08T00:00:00+08:00,10.11,-2.86,-2.31,0.86,-2.35,0.0,1.97,-2.14,0.66,-1.96,-0.22
603838,四通股份,2021-07-19T00:00:00+08:00,10.06,9.99,-6.91,-1.79,-4.76,0.44,-2.05,1.04,-1.18,-1.35,0.3
603838,四通股份,2021-07-20T00:00:00+08:00,9.99,-6.91,-1.79,-4.76,0.44,-2.05,1.04,-1.18,-1.35,0.3,-0.91
603838,四通股份,2021-08-25T00:00:00+08:00,10.01,0.24,-5.33,9.97,6.4,0.11,-4.26,1.94,1.79,10.0,-2.2
603838,四通股份,2021-08-31T00:00:00+08:00,9.97,6.4,0.11,-4.26,1.94,1.79,10.0,-2.2,-2.96,-0.53,-3.07
603838,四通股份,2021-09-08T00:00:00+08:00,10.0,-2.2,-2.96,-0.53,-3.07,-0.11,10.05,-8.94,-1.42,-1.0,-4.25
603838,四通股份,2021-09-16T00:00:00+08:00,10.05,-8.94,-1.42,-1.0,-4.25,-5.02,1.11,-2.31,0.87,2.84,-3.84
603856,东宏股份,2021-01-27T00:00:00+08:00,10.04,4.6,-4.19,5.09,0.89,1.42,3.67,-7.91,2.03,-2.46,-1.05
603856,东宏股份,2021-07-19T00:00:00+08:00,10.05,2.99,0.64,-2.32,-1.56,4.08,-4.72,-2.6,1.12,0.94,2.11
603863,ST松炀,2021-01-18T00:00:00+08:00,10.04,10.02,-8.46,-5.95,-3.4,-2.74,0.0,0.5,-2.6,-2.46,1.05
603863,ST松炀,2021-01-19T00:00:00+08:00,10.02,-8.46,-5.95,-3.4,-2.74,0.0,0.5,-2.6,-2.46,1.05,-1.25
603859,能科科技,2021-08-02T00:00:00+08:00,10.01,2.42,2.09,-3.66,-2.01,3.03,2.99,-0.27,1.87,-3.37,-2.66
603860,中公高科,2021-03-04T00:00:00+08:00,10.0,3.06,-4.04,-5.02,-3.82,1.42,-1.36,0.64,3.36,-0.24,3.26
603871,嘉友国际,2021-02-05T00:00:00+08:00,9.99,-5.72,4.84,-1.99,5.56,1.08,2.0,-1.64,-1.71,0.8,-0.37
603879,永悦科技,2021-01-22T00:00:00+08:00,9.97,-5.52,-4.45,6.99,-1.09,-1.79,-0.42,-4.08,-0.15,-3.82,-0.61
603879,永悦科技,2021-08-10T00:00:00+08:00,10.03,-3.57,-2.68,-2.76,-2.7,-1.53,0.28,-1.26,-1.28,2.59,-0.28
603876,鼎胜新材,2021-05-31T00:00:00+08:00,10.01,2.01,5.31,10.02,10.02,4.68,-1.47,-4.74,2.72,9.07,10.0
603876,鼎胜新材,2021-06-03T00:00:00+08:00,10.02,10.02,4.68,-1.47,-4.74,2.72,9.07,10.0,-5.18,5.87,-3.0
603876,鼎胜新材,2021-06-04T00:00:00+08:00,10.02,4.68,-1.47,-4.74,2.72,9.07,10.0,-5.18,5.87,-3.0,9.99
603876,鼎胜新材,2021-06-15T00:00:00+08:00,10.0,-5.18,5.87,-3.0,9.99,7.02,-2.71,8.46,-2.14,10.01,5.25
603876,鼎胜新材,2021-06-21T00:00:00+08:00,9.99,7.02,-2.71,8.46,-2.14,10.01,5.25,-3.75,-8.63,-1.94,-0.11
603876,鼎胜新材,2021-06-28T00:00:00+08:00,10.01,5.25,-3.75,-8.63,-1.94,-0.11,10.0,-2.68,0.44,-5.62,2.41
603876,鼎胜新材,2021-07-06T00:00:00+08:00,10.0,-2.68,0.44,-5.62,2.41,-5.82,-1.65,1.87,1.61,4.73,-1.38
603876,鼎胜新材,2021-07-28T00:00:00+08:00,10.01,6.7,-4.1,-5.45,-6.9,4.59,-1.85,10.0,2.35,10.01,6.11
603876,鼎胜新材,2021-08-06T00:00:00+08:00,10.0,2.35,10.01,6.11,-1.31,4.83,-9.49,-4.26,0.3,0.41,1.7
603876,鼎胜新材,2021-08-10T00:00:00+08:00,10.01,6.11,-1.31,4.83,-9.49,-4.26,0.3,0.41,1.7,1.75,-1.07
603876,鼎胜新材,2021-10-19T00:00:00+08:00,9.99,1.18,-1.81,-2.71,5.46,-1.16,4.51,-10.0,-10.0,-9.99,0.0
603882,金域医学,2021-01-21T00:00:00+08:00,10.0,10.0,1.82,-2.15,1.92,-4.43,-4.28,0.34,1.77,-0.04,-1.53
603882,金域医学,2021-01-22T00:00:00+08:00,10.0,1.82,-2.15,1.92,-4.43,-4.28,0.34,1.77,-0.04,-1.53,5.48
603881,数据港,2021-01-14T00:00:00+08:00,10.01,-4.67,0.88,2.9,1.67,-0.9,-2.69,-5.33,-0.95,0.86,-6.72
603881,数据港,2021-08-09T00:00:00+08:00,10.01,3.13,-1.88,-0.45,-1.81,0.92,-4.77,1.34,2.08,-1.57,2.29
603890,春秋电子,2021-02-01T00:00:00+08:00,9.98,2.83,0.14,-2.12,-4.11,4.36,-0.22,-2.24,3.69,1.85,1.82
603890,春秋电子,2021-04-02T00:00:00+08:00,10.02,0.69,-1.31,-0.84,-3.81,-0.66,4.87,-1.06,-0.5,1.07,1.7
603890,春秋电子,2021-11-22T00:00:00+08:00,10.0,-1.01,3.74,-5.18,-5.53,-2.12,-0.45,0.83,-2.16,0.99,-0.15
603888,新华网,2021-05-07T00:00:00+08:00,10.0,5.41,0.29,6.28,-0.55,7.63,0.04,-0.47,1.66,-0.5,-0.93
603888,新华网,2021-05-27T00:00:00+08:00,10.02,-1.89,-1.55,7.52,-9.93,-5.41,-0.68,1.92,-0.85,0.18,-1.35
603886,元祖股份,2021-10-29T00:00:00+08:00,10.02,5.05,4.48,0.5,0.95,-2.79,-2.91,-2.9,-1.91,0.2,-1.2
603887,城地香江,2021-06-08T00:00:00+08:00,10.04,0.85,4.22,-3.16,-3.42,-0.16,-2.21,2.34,0.24,0.47,-1.17
603883,老百姓,2021-01-12T00:00:00+08:00,10.0,4.05,-0.93,-0.84,0.0,-4.55,0.57,-0.77,0.77,3.51,-3.5
603883,老百姓,2021-08-18T00:00:00+08:00,10.0,-1.83,-6.28,5.34,-0.96,2.14,-2.8,-0.45,-0.3,0.69,2.71
603889,新澳股份,2021-07-12T00:00:00+08:00,10.05,5.71,-3.86,1.12,9.84,-3.76,1.95,-3.09,-0.91,-1.99,0.78
603889,新澳股份,2021-08-02T00:00:00+08:00,9.97,-0.3,0.45,2.37,2.03,1.28,2.66,-3.01,4.08,5.55,-3.59
603895,天永智能,2021-08-13T00:00:00+08:00,9.99,9.98,-9.99,-5.23,-2.64,-2.25,6.27,-0.06,0.11,-0.95,-0.17
603895,天永智能,2021-08-16T00:00:00+08:00,9.98,-9.99,-5.23,-2.64,-2.25,6.27,-0.06,0.11,-0.95,-0.17,-0.11
603895,天永智能,2021-11-19T00:00:00+08:00,10.02,10.02,9.99,10.0,-9.99,-8.13,-1.93,1.34,3.3,-3.8,-2.79
603895,天永智能,2021-11-22T00:00:00+08:00,10.02,9.99,10.0,-9.99,-8.13,-1.93,1.34,3.3,-3.8,-2.79,-2.87
603895,天永智能,2021-11-23T00:00:00+08:00,9.99,10.0,-9.99,-8.13,-1.93,1.34,3.3,-3.8,-2.79,-2.87,-2.68
603895,天永智能,2021-11-24T00:00:00+08:00,10.0,-9.99,-8.13,-1.93,1.34,3.3,-3.8,-2.79,-2.87,-2.68,2.46
603915,国茂股份,2021-01-12T00:00:00+08:00,9.99,6.62,2.76,0.92,0.6,1.88,1.42,9.69,6.53,2.17,2.21
603915,国茂股份,2021-07-19T00:00:00+08:00,10.0,7.73,-1.88,-0.05,-3.42,1.33,-3.98,0.17,4.57,-3.64,4.04
603915,国茂股份,2021-09-09T00:00:00+08:00,10.0,-8.14,1.21,1.28,0.39,-3.22,2.25,-2.64,2.46,-1.94,-6.36
603915,国茂股份,2021-11-01T00:00:00+08:00,10.01,-2.54,5.34,2.71,-0.55,-1.33,-0.72,-0.47,-0.52,0.12,-0.82
603912,佳力图,2021-05-14T00:00:00+08:00,10.0,9.99,10.03,-7.57,-2.93,3.02,9.99,-6.18,0.97,4.03,-0.92
603912,佳力图,2021-05-17T00:00:00+08:00,9.99,10.03,-7.57,-2.93,3.02,9.99,-6.18,0.97,4.03,-0.92,1.67
603912,佳力图,2021-05-18T00:00:00+08:00,10.03,-7.57,-2.93,3.02,9.99,-6.18,0.97,4.03,-0.92,1.67,-0.85
603912,佳力图,2021-05-24T00:00:00+08:00,9.99,-6.18,0.97,4.03,-0.92,1.67,-0.85,-4.49,-3.22,1.07,7.64
603912,佳力图,2021-11-30T00:00:00+08:00,10.02,1.63,-1.15,-1.23,-3.21,-1.76,5.79,-0.33,-0.46,-0.79,2.38
603903,中持股份,2021-11-11T00:00:00+08:00,10.01,-1.84,1.22,-1.02,0.09,-1.49,0.09,-0.09,1.23,-1.31,3.13
603908,牧高笛,2021-08-04T00:00:00+08:00,9.98,-4.58,-2.81,3.06,1.03,0.74,-0.41,-0.53,8.07,7.24,7.07
603908,牧高笛,2021-08-19T00:00:00+08:00,10.0,3.96,10.01,-0.71,1.74,10.0,-0.14,-4.61,2.11,-4.66,10.01
603908,牧高笛,2021-08-23T00:00:00+08:00,10.01,-0.71,1.74,10.0,-0.14,-4.61,2.11,-4.66,10.01,-1.97,5.29
603908,牧高笛,2021-08-26T00:00:00+08:00,10.0,-0.14,-4.61,2.11,-4.66,10.01,-1.97,5.29,-1.91,-0.59,-1.01
603908,牧高笛,2021-09-02T00:00:00+08:00,10.01,-1.97,5.29,-1.91,-0.59,-1.01,-2.58,-1.26,-2.27,-0.07,-0.42
603897,长城科技,2021-04-29T00:00:00+08:00,10.0,-0.33,-0.5,0.06,1.11,0.77,-0.71,0.82,-0.87,0.71,1.09
603897,长城科技,2021-06-11T00:00:00+08:00,10.02,-1.08,-4.95,7.4,-2.84,3.29,10.01,-1.01,-2.52,-2.04,0.17
603897,长城科技,2021-06-22T00:00:00+08:00,10.01,-1.01,-2.52,-2.04,0.17,0.0,3.53,-0.7,0.5,1.32,1.91
603897,长城科技,2021-08-02T00:00:00+08:00,10.01,-2.94,9.99,9.97,4.79,0.51,4.32,3.62,-0.95,-3.36,-3.04
603897,长城科技,2021-08-04T00:00:00+08:00,9.99,9.97,4.79,0.51,4.32,3.62,-0.95,-3.36,-3.04,-1.04,-1.96
603897,长城科技,2021-08-05T00:00:00+08:00,9.97,4.79,0.51,4.32,3.62,-0.95,-3.36,-3.04,-1.04,-1.96,-0.29
603897,长城科技,2021-08-27T00:00:00+08:00,10.01,4.78,-8.35,-8.99,4.27,-2.02,10.01,10.0,10.0,-2.12,5.54
603897,长城科技,2021-09-06T00:00:00+08:00,10.01,10.0,10.0,-2.12,5.54,-2.3,-2.06,-2.5,-6.13,0.24,2.06
603897,长城科技,2021-09-07T00:00:00+08:00,10.0,10.0,-2.12,5.54,-2.3,-2.06,-2.5,-6.13,0.24,2.06,-2.78
603897,长城科技,2021-09-08T00:00:00+08:00,10.0,-2.12,5.54,-2.3,-2.06,-2.5,-6.13,0.24,2.06,-2.78,2.62
603897,长城科技,2021-10-18T00:00:00+08:00,10.0,10.0,-10.0,-1.37,-3.36,0.35,7.65,-0.25,-2.22,-0.5,-2.83
603897,长城科技,2021-10-19T00:00:00+08:00,10.0,-10.0,-1.37,-3.36,0.35,7.65,-0.25,-2.22,-0.5,-2.83,-4.44
603897,长城科技,2021-11-11T00:00:00+08:00,10.01,0.75,10.01,3.23,2.52,-3.19,-1.27,-0.17,0.69,0.78,2.28
603897,长城科技,2021-11-15T00:00:00+08:00,10.01,3.23,2.52,-3.19,-1.27,-0.17,0.69,0.78,2.28,-0.83,10.0
603897,长城科技,2021-11-29T00:00:00+08:00,10.0,5.13,1.1,-0.59,0.55,-0.95,-6.71,1.11,-0.95,-0.15,0.84
603900,莱绅通灵,2021-03-31T00:00:00+08:00,10.02,-1.16,-1.32,-0.3,0.0,-1.49,1.21,-1.34,-3.17,3.59,0.9
603900,莱绅通灵,2021-04-29T00:00:00+08:00,10.03,2.25,-0.52,-3.38,-0.4,0.54,10.07,10.0,-4.32,-7.53,10.03
603900,莱绅通灵,2021-05-12T00:00:00+08:00,10.07,10.0,-4.32,-7.53,10.03,-2.28,1.4,0.23,5.16,-2.07,-1.22
603900,莱绅通灵,2021-05-13T00:00:00+08:00,10.0,-4.32,-7.53,10.03,-2.28,1.4,0.23,5.16,-2.07,-1.22,-0.45
603900,莱绅通灵,2021-05-18T00:00:00+08:00,10.03,-2.28,1.4,0.23,5.16,-2.07,-1.22,-0.45,-4.98,-2.86,0.0
603900,莱绅通灵,2021-07-02T00:00:00+08:00,9.96,-0.75,5.07,-2.17,-2.59,0.63,3.52,-0.97,-1.35,0.12,-1.37
603916,苏博特,2021-01-05T00:00:00+08:00,9.99,3.78,-2.97,-2.52,-1.71,-3.03,-2.29,1.66,2.81,0.33,-1.55
603916,苏博特,2021-02-01T00:00:00+08:00,10.0,4.28,-0.11,1.14,-4.35,1.59,4.48,4.43,-0.14,6.1,-0.36
603916,苏博特,2021-08-02T00:00:00+08:00,10.03,3.65,0.65,-3.44,0.67,7.76,1.57,-3.66,0.49,-0.82,-1.37
603916,苏博特,2021-11-18T00:00:00+08:00,9.98,10.03,5.19,-4.46,-2.4,1.39,-2.89,-1.56,-0.62,-1.06,-1.36
603916,苏博特,2021-11-19T00:00:00+08:00,10.03,5.19,-4.46,-2.4,1.39,-2.89,-1.56,-0.62,-1.06,-1.36,1.04
603901,永创智能,2021-01-12T00:00:00+08:00,9.98,0.68,1.13,-1.11,1.69,3.43,-3.53,-0.89,4.03,-1.08,-3.26
603901,永创智能,2021-02-05T00:00:00+08:00,10.04,0.3,1.5,0.69,2.94,-0.86,1.15,-3.03,-1.17,0.59,0.49
603901,永创智能,2021-04-01T00:00:00+08:00,10.01,0.32,-2.75,-0.92,-1.01,1.7,-0.25,3.77,4.19,2.48,1.28
603901,永创智能,2021-05-14T00:00:00+08:00,10.02,5.07,-4.76,-1.91,0.0,1.8,4.71,3.37,0.07,4.28,1.24
603901,永创智能,2021-05-31T00:00:00+08:00,10.03,4.56,-6.43,-3.11,4.01,-1.6,2.23,1.65,-2.09,-3.2,-1.41
603901,永创智能,2021-11-01T00:00:00+08:00,10.04,0.88,2.75,-2.02,-2.93,-1.71,6.42,-2.95,3.65,-0.78,2.5
603931,格林达,2021-02-08T00:00:00+08:00,9.99,10.01,-4.96,3.73,1.86,0.67,-2.31,6.95,3.29,2.5,-0.4
603931,格林达,2021-02-09T00:00:00+08:00,10.01,-4.96,3.73,1.86,0.67,-2.31,6.95,3.29,2.5,-0.4,-4.52
603931,格林达,2021-03-11T00:00:00+08:00,9.99,1.29,0.19,0.34,3.96,0.37,-0.8,1.71,10.0,-6.11,-8.01
603931,格林达,2021-03-23T00:00:00+08:00,10.0,-6.11,-8.01,4.63,-0.48,-2.69,0.92,2.98,4.14,-0.5,0.88
603931,格林达,2021-05-27T00:00:00+08:00,10.01,3.75,-0.38,3.16,-1.79,-30.69,4.5,1.38,-4.55,-1.33,1.45
603931,格林达,2021-10-22T00:00:00+08:00,9.99,3.13,-1.33,-1.97,-0.91,4.49,-0.03,-1.53,0.45,5.62,-2.56
603917,合力科技,2021-07-08T00:00:00+08:00,9.99,3.77,-2.05,-1.43,0.0,-1.64,0.0,-2.55,0.5,0.7,-0.3
603917,合力科技,2021-09-23T00:00:00+08:00,9.98,-2.29,-1.53,-1.47,2.23,1.18,2.96,-0.17,-2.19,-0.89,0.36
603917,合力科技,2021-11-03T00:00:00+08:00,10.03,7.18,2.18,10.01,9.97,5.66,-2.19,10.01,4.39,10.0,10.02
603917,合力科技,2021-11-08T00:00:00+08:00,10.01,9.97,5.66,-2.19,10.01,4.39,10.0,10.02,-4.11,0.22,-2.34
603917,合力科技,2021-11-09T00:00:00+08:00,9.97,5.66,-2.19,10.01,4.39,10.0,10.02,-4.11,0.22,-2.34,6.0
603917,合力科技,2021-11-12T00:00:00+08:00,10.01,4.39,10.0,10.02,-4.11,0.22,-2.34,6.0,-1.92,-4.17,2.4
603917,合力科技,2021-11-16T00:00:00+08:00,10.0,10.02,-4.11,0.22,-2.34,6.0,-1.92,-4.17,2.4,3.32,10.02
603917,合力科技,2021-11-17T00:00:00+08:00,10.02,-4.11,0.22,-2.34,6.0,-1.92,-4.17,2.4,3.32,10.02,4.48
603917,合力科技,2021-11-30T00:00:00+08:00,10.02,4.48,-4.02,5.28,0.04,-7.37,-0.99,-3.14,-3.9,-1.81,2.02
603927,中科软,2021-06-10T00:00:00+08:00,10.0,10.0,-2.19,-8.49,2.22,-2.2,10.01,-1.21,0.82,-4.9,-1.62
603927,中科软,2021-06-11T00:00:00+08:00,10.0,-2.19,-8.49,2.22,-2.2,10.01,-1.21,0.82,-4.9,-1.62,0.97
603927,中科软,2021-06-21T00:00:00+08:00,10.01,-1.21,0.82,-4.9,-1.62,0.97,-0.3,0.63,-4.89,1.54,-27.27
603922,金鸿顺,2021-09-22T00:00:00+08:00,10.02,10.02,-9.98,-5.81,9.99,10.02,3.07,5.91,-0.43,1.04,6.06
603922,金鸿顺,2021-09-28T00:00:00+08:00,10.02,-9.98,-5.81,9.99,10.02,3.07,5.91,-0.43,1.04,6.06,-2.15
603922,金鸿顺,2021-10-08T00:00:00+08:00,9.99,10.02,3.07,5.91,-0.43,1.04,6.06,-2.15,0.12,3.76,10.0
603922,金鸿顺,2021-10-11T00:00:00+08:00,10.02,3.07,5.91,-0.43,1.04,6.06,-2.15,0.12,3.76,10.0,10.0
603922,金鸿顺,2021-10-22T00:00:00+08:00,10.0,10.0,10.01,10.0,-9.99,-8.89,-3.29,-9.99,-3.89,4.09,-7.39
603922,金鸿顺,2021-10-25T00:00:00+08:00,10.0,10.01,10.0,-9.99,-8.89,-3.29,-9.99,-3.89,4.09,-7.39,3.74
603922,金鸿顺,2021-10-26T00:00:00+08:00,10.01,10.0,-9.99,-8.89,-3.29,-9.99,-3.89,4.09,-7.39,3.74,2.86
603922,金鸿顺,2021-10-27T00:00:00+08:00,10.0,-9.99,-8.89,-3.29,-9.99,-3.89,4.09,-7.39,3.74,2.86,-1.77
603926,铁流股份,2021-04-07T00:00:00+08:00,10.01,-4.47,1.19,-0.39,-0.08,0.87,1.33,3.55,-0.52,3.07,0.58
603926,铁流股份,2021-08-13T00:00:00+08:00,10.0,-10.0,-6.57,-1.82,1.45,-1.09,3.98,6.66,1.24,-0.24,0.73
603920,世运电路,2021-01-04T00:00:00+08:00,10.02,-9.97,-4.28,0.24,2.98,1.25,-3.43,1.04,-1.82,0.04,0.72
603920,世运电路,2021-04-14T00:00:00+08:00,10.03,-2.28,3.35,1.68,4.1,-2.3,1.23,1.1,1.64,-2.42,-2.15
603920,世运电路,2021-06-23T00:00:00+08:00,10.03,4.02,-3.8,-0.36,0.29,0.72,-6.27,0.38,-1.14,-1.3,1.71
603920,世运电路,2021-07-27T00:00:00+08:00,9.98,3.65,3.59,-2.91,4.21,-6.03,2.99,-2.69,1.16,0.72,-1.07
603920,世运电路,2021-09-06T00:00:00+08:00,9.98,4.15,-3.11,2.83,1.06,-2.53,-6.47,-1.02,-3.7,-0.85,-4.38
603920,世运电路,2021-10-25T00:00:00+08:00,10.01,8.26,-2.56,-3.43,2.19,10.02,10.0,1.44,1.51,0.56,-0.42
603920,世运电路,2021-11-01T00:00:00+08:00,10.02,10.0,1.44,1.51,0.56,-0.42,0.23,4.86,-6.23,0.99,0.65
603920,世运电路,2021-11-02T00:00:00+08:00,10.0,1.44,1.51,0.56,-0.42,0.23,4.86,-6.23,0.99,0.65,3.1
603920,世运电路,2021-11-24T00:00:00+08:00,9.99,-9.71,-5.03,10.0,-1.6,1.49,-5.18,3.34,3.46,-9.99,1.71
603920,世运电路,2021-11-29T00:00:00+08:00,10.0,-1.6,1.49,-5.18,3.34,3.46,-9.99,1.71,4.23,-1.98,0.42
603933,睿能科技,2021-04-06T00:00:00+08:00,10.05,-2.03,0.56,-3.28,0.58,3.37,0.84,-1.85,-0.75,0.76,-2.63
603933,睿能科技,2021-04-28T00:00:00+08:00,9.97,9.97,9.98,1.2,-6.67,-2.78,10.04,10.01,-9.51,5.22,-9.49
603933,睿能科技,2021-04-29T00:00:00+08:00,9.97,9.98,1.2,-6.67,-2.78,10.04,10.01,-9.51,5.22,-9.49,4.07
603933,睿能科技,2021-04-30T00:00:00+08:00,9.98,1.2,-6.67,-2.78,10.04,10.01,-9.51,5.22,-9.49,4.07,-1.88
603933,睿能科技,2021-05-11T00:00:00+08:00,10.04,10.01,-9.51,5.22,-9.49,4.07,-1.88,10.04,2.37,0.2,-0.88
603933,睿能科技,2021-05-12T00:00:00+08:00,10.01,-9.51,5.22,-9.49,4.07,-1.88,10.04,2.37,0.2,-0.88,-2.47
603933,睿能科技,2021-05-20T00:00:00+08:00,10.04,2.37,0.2,-0.88,-2.47,0.42,-0.7,2.82,-0.14,-6.72,-3.09
603933,睿能科技,2021-06-09T00:00:00+08:00,9.99,10.01,-5.06,-4.44,-2.46,4.43,-0.52,0.66,-1.17,0.33,-5.45
603933,睿能科技,2021-06-10T00:00:00+08:00,10.01,-5.06,-4.44,-2.46,4.43,-0.52,0.66,-1.17,0.33,-5.45,2.85
603933,睿能科技,2021-07-29T00:00:00+08:00,10.0,0.21,-0.82,-4.61,5.26,-2.12,-0.7,-2.61,0.51,-0.07,0.94
603928,兴业股份,2021-11-19T00:00:00+08:00,10.04,5.52,-2.81,4.61,10.0,3.8,-3.59,-1.97,10.03,-9.99,-7.54
603928,兴业股份,2021-11-25T00:00:00+08:00,10.0,3.8,-3.59,-1.97,10.03,-9.99,-7.54,-2.27,-3.32,2.56,-0.08
603936,博敏电子,2021-02-19T00:00:00+08:00,10.0,-0.63,0.48,1.03,-2.51,0.56,5.28,0.15,1.67,-0.45,-0.52
603936,博敏电子,2021-07-29T00:00:00+08:00,10.04,0.64,0.95,-4.1,2.05,0.89,1.12,1.82,-1.16,5.49,0.45
603929,亚翔集成,2021-01-05T00:00:00+08:00,10.0,-3.35,-6.19,-0.79,-0.89,-0.54,-4.23,1.88,0.37,3.21,0.27
603929,亚翔集成,2021-03-01T00:00:00+08:00,9.99,-1.76,-2.08,10.02,9.98,-9.24,-7.98,1.62,2.91,-4.56,1.15
603929,亚翔集成,2021-03-04T00:00:00+08:00,10.02,9.98,-9.24,-7.98,1.62,2.91,-4.56,1.15,3.78,-0.27,-2.28
603929,亚翔集成,2021-03-05T00:00:00+08:00,9.98,-9.24,-7.98,1.62,2.91,-4.56,1.15,3.78,-0.27,-2.28,-2.61
603929,亚翔集成,2021-06-08T00:00:00+08:00,9.96,-2.9,1.9,-4.18,0.09,0.56,5.71,-4.45,0.91,-2.35,1.85
603929,亚翔集成,2021-07-02T00:00:00+08:00,9.99,-1.87,-0.35,-2.0,0.0,-0.89,1.25,-2.03,-2.34,-0.92,-0.28
603929,亚翔集成,2021-09-02T00:00:00+08:00,10.0,-2.6,-1.08,0.67,-0.59,1.68,0.41,-2.97,-2.21,0.7,-1.21
603948,建业股份,2021-09-15T00:00:00+08:00,10.0,10.0,9.99,9.99,8.88,-10.0,-9.99,6.74,9.99,-3.29,-9.99
603948,建业股份,2021-09-16T00:00:00+08:00,10.0,9.99,9.99,8.88,-10.0,-9.99,6.74,9.99,-3.29,-9.99,-9.94
603948,建业股份,2021-09-17T00:00:00+08:00,9.99,9.99,8.88,-10.0,-9.99,6.74,9.99,-3.29,-9.99,-9.94,-4.15
603948,建业股份,2021-09-22T00:00:00+08:00,9.99,8.88,-10.0,-9.99,6.74,9.99,-3.29,-9.99,-9.94,-4.15,-2.13
603948,建业股份,2021-09-29T00:00:00+08:00,9.99,-3.29,-9.99,-9.94,-4.15,-2.13,3.77,5.28,2.42,-1.11,10.01
603948,建业股份,2021-10-20T00:00:00+08:00,10.01,9.99,-0.12,9.99,-0.21,1.06,-2.49,-1.53,10.01,-9.99,-4.19
603948,建业股份,2021-10-21T00:00:00+08:00,9.99,-0.12,9.99,-0.21,1.06,-2.49,-1.53,10.01,-9.99,-4.19,0.12
603948,建业股份,2021-10-25T00:00:00+08:00,9.99,-0.21,1.06,-2.49,-1.53,10.01,-9.99,-4.19,0.12,-8.79,-0.82
603948,建业股份,2021-11-01T00:00:00+08:00,10.01,-9.99,-4.19,0.12,-8.79,-0.82,1.71,7.05,10.0,3.15,-9.99
603948,建业股份,2021-11-11T00:00:00+08:00,10.0,3.15,-9.99,-9.99,-0.25,4.93,-3.39,1.73,-3.45,-3.19,0.79
603938,三孚股份,2021-01-20T00:00:00+08:00,10.01,0.72,-5.1,4.05,-0.23,6.31,-3.63,0.98,-0.92,-3.01,-1.1
603938,三孚股份,2021-06-24T00:00:00+08:00,10.02,4.54,-0.68,10.0,4.78,10.01,6.59,10.0,-3.35,-0.48,1.77
603938,三孚股份,2021-06-29T00:00:00+08:00,10.0,4.78,10.01,6.59,10.0,-3.35,-0.48,1.77,9.99,-5.59,10.0
603938,三孚股份,2021-07-01T00:00:00+08:00,10.01,6.59,10.0,-3.35,-0.48,1.77,9.99,-5.59,10.0,-2.07,3.84
603938,三孚股份,2021-07-05T00:00:00+08:00,10.0,-3.35,-0.48,1.77,9.99,-5.59,10.0,-2.07,3.84,0.14,-3.21
603938,三孚股份,2021-07-09T00:00:00+08:00,9.99,-5.59,10.0,-2.07,3.84,0.14,-3.21,4.14,2.14,10.01,2.46
603938,三孚股份,2021-07-13T00:00:00+08:00,10.0,-2.07,3.84,0.14,-3.21,4.14,2.14,10.01,2.46,-8.7,-9.99
603938,三孚股份,2021-07-22T00:00:00+08:00,10.01,2.46,-8.7,-9.99,-7.74,5.41,-1.26,-1.41,-3.68,6.19,10.0
603938,三孚股份,2021-08-05T00:00:00+08:00,10.0,10.0,8.86,10.0,4.63,3.51,-4.09,4.63,-6.66,1.32,-6.07
603938,三孚股份,2021-08-06T00:00:00+08:00,10.0,8.86,10.0,4.63,3.51,-4.09,4.63,-6.66,1.32,-6.07,2.7
603938,三孚股份,2021-08-10T00:00:00+08:00,10.0,4.63,3.51,-4.09,4.63,-6.66,1.32,-6.07,2.7,-2.04,-0.61
